CODGEO,CODREG,CODDEP,LIBGEO
69143,84,69,Neuville-sur-Saône
69145,84,69,Odenas
69148,84,69,Orliénas
69149,84,69,Oullins
69151,84,69,Le Perréon
69152,84,69,Pierre-Bénite
69153,84,69,Poleymieux-au-Mont-d'Or
69154,84,69,Pollionnay
69155,84,69,Pomeys
69156,84,69,Pommiers
69157,84,69,Vindry-sur-Turdine
69159,84,69,Porte des Pierres Dorées
69160,84,69,Poule-les-Écharmeaux
69161,84,69,Propières
69162,84,69,Quincié-en-Beaujolais
69163,84,69,Quincieux
69164,84,69,Ranchal
69165,84,69,Régnié-Durette
69166,84,69,Riverie
69167,84,69,Rivolet
69168,84,69,Rochetaillée-sur-Saône
69169,84,69,Ronno
69170,84,69,Rontalon
69171,84,69,Sain-Bel
69172,84,69,Salles-Arbuissonnas-en-Beaujolais
69173,84,69,Sarcey
69174,84,69,Les Sauvages
69175,84,69,Savigny
69176,84,69,Soucieu-en-Jarrest
69177,84,69,Sourcieux-les-Mines
69178,84,69,Souzy
69179,84,69,Beauvallon
69180,84,69,Saint-André-la-Côte
69181,84,69,Saint-Appolinaire
69182,84,69,Saint-Bonnet-des-Bruyères
69183,84,69,Saint-Bonnet-le-Troncy
69184,84,69,Sainte-Catherine
69186,84,69,Saint-Clément-de-Vers
69187,84,69,Saint-Clément-les-Places
69188,84,69,Saint-Clément-sur-Valsonne
69189,84,69,Sainte-Colombe
69190,84,69,Sainte-Consorce
69191,84,69,Saint-Cyr-au-Mont-d'Or
69192,84,69,Saint-Cyr-le-Chatoux
69193,84,69,Saint-Cyr-sur-le-Rhône
69194,84,69,Saint-Didier-au-Mont-d'Or
69196,84,69,Saint-Didier-sur-Beaujeu
69197,84,69,Saint-Étienne-des-Oullières
69198,84,69,Saint-Étienne-la-Varenne
69199,84,69,Saint-Fons
69200,84,69,Saint-Forgeux
69201,84,69,Sainte-Foy-l'Argentière
69202,84,69,Sainte-Foy-lès-Lyon
69203,84,69,Saint-Genis-l'Argentière
69204,84,69,Saint-Genis-Laval
69205,84,69,Saint-Genis-les-Ollières
69206,84,69,Saint-Georges-de-Reneins
69207,84,69,Saint-Germain-au-Mont-d'Or
69208,84,69,Saint-Germain-Nuelles
69209,84,69,Saint-Igny-de-Vers
69212,84,69,Saint-Jean-des-Vignes
69214,84,69,Saint-Jean-la-Bussière
69215,84,69,Saint-Julien
69216,84,69,Saint-Julien-sur-Bibost
69217,84,69,Saint-Just-d'Avray
69218,84,69,Saint-Lager
69219,84,69,Saint-Laurent-d'Agny
69220,84,69,Saint-Laurent-de-Chamousset
69225,84,69,Saint-Marcel-l'Éclairé
69227,84,69,Saint-Martin-en-Haut
69228,84,69,Chabanière
69229,84,69,Saint-Nizier-d'Azergues
69230,84,69,Sainte-Paule
69231,84,69,Saint-Pierre-la-Palud
69233,84,69,Saint-Romain-au-Mont-d'Or
69234,84,69,Saint-Romain-de-Popey
69235,84,69,Saint-Romain-en-Gal
69236,84,69,Saint-Romain-en-Gier
69238,84,69,Saint-Symphorien-sur-Coise
69239,84,69,Saint-Vérand
69240,84,69,Saint-Vincent-de-Reins
69241,84,69,Taluyers
69242,84,69,Taponas
69243,84,69,Tarare
69244,84,69,Tassin-la-Demi-Lune
69245,84,69,Ternand
69246,84,69,Theizé
69248,84,69,Thizy-les-Bourgs
69249,84,69,Thurins
69250,84,69,La Tour-de-Salvagny
69252,84,69,Trèves
69253,84,69,Tupin-et-Semons
69254,84,69,Valsonne
69255,84,69,Vaugneray
69256,84,69,Vaulx-en-Velin
69257,84,69,Vaux-en-Beaujolais
69258,84,69,Vauxrenard
69259,84,69,Vénissieux
69260,84,69,Vernaison
69261,84,69,Vernay
69263,84,69,Villechenève
69264,84,69,Villefranche-sur-Saône
69265,84,69,Ville-sur-Jarnioux
69266,84,69,Villeurbanne
69267,84,69,Villié-Morgon
69268,84,69,Vourles
69269,84,69,Yzeron
69270,84,69,Chaponnay
69271,84,69,Chassieu
69272,84,69,Communay
69273,84,69,Corbas
69275,84,69,Décines-Charpieu
69276,84,69,Feyzin
69277,84,69,Genas
69278,84,69,Genay
69279,84,69,Jonage
69280,84,69,Jons
69281,84,69,Marennes
69282,84,69,Meyzieu
69283,84,69,Mions
69284,84,69,Montanay
69285,84,69,Pusignan
69286,84,69,Rillieux-la-Pape
69287,84,69,Saint-Bonnet-de-Mure
69288,84,69,Saint-Laurent-de-Mure
69289,84,69,Saint-Pierre-de-Chandieu
69290,84,69,Saint-Priest
69291,84,69,Saint-Symphorien-d'Ozon
69292,84,69,Sathonay-Camp
69293,84,69,Sathonay-Village
69294,84,69,Sérézin-du-Rhône
69295,84,69,Simandres
69296,84,69,Solaize
69297,84,69,Ternay
69298,84,69,Toussieu
69299,84,69,Colombier-Saugnieu
70001,27,70,Abelcourt
70002,27,70,Aboncourt-Gesincourt
70003,27,70,Achey
70004,27,70,Adelans-et-le-Val-de-Bithaine
70005,27,70,Aillevans
70006,27,70,Aillevillers-et-Lyaumont
70007,27,70,Ailloncourt
70008,27,70,Ainvelle
70009,27,70,Aisey-et-Richecourt
70010,27,70,Alaincourt
70011,27,70,Amage
70012,27,70,Amance
70013,27,70,Ambiévillers
70014,27,70,Amblans-et-Velotte
70015,27,70,Amoncourt
70016,27,70,Amont-et-Effreney
70017,27,70,Anchenoncourt-et-Chazel
70018,27,70,Ancier
70019,27,70,Andelarre
70020,27,70,Andelarrot
70021,27,70,Andornay
70022,27,70,Angirey
70023,27,70,Anjeux
70024,27,70,Apremont
70025,27,70,Arbecey
70026,27,70,Arc-lès-Gray
70027,27,70,Argillières
70028,27,70,Aroz
70029,27,70,Arpenans
70030,27,70,Arsans
70031,27,70,Athesans-Étroitefontaine
70032,27,70,Attricourt
70035,27,70,Augicourt
70036,27,70,Aulx-lès-Cromary
70037,27,70,Autet
70038,27,70,Authoison
70039,27,70,Autoreille
70040,27,70,Autrey-lès-Cerre
70041,27,70,Autrey-lès-Gray
70042,27,70,Autrey-le-Vay
70043,27,70,Auvet-et-la-Chapelotte
70044,27,70,Auxon
70045,27,70,Avrigney-Virey
70046,27,70,Les Aynans
70047,27,70,Baignes
70048,27,70,Bard-lès-Pesmes
70049,27,70,Barges
70050,27,70,La Barre
70051,27,70,La Basse-Vaivre
70052,27,70,Bassigney
70053,27,70,Les Bâties
70054,27,70,Battrans
70055,27,70,Baudoncourt
70056,27,70,Baulay
70057,27,70,Bay
70058,27,70,Beaujeu-Saint-Vallier-Pierrejux-et-Quitteur
70059,27,70,Beaumotte-Aubertans
70060,27,70,Beaumotte-lès-Pin
70061,27,70,Belfahy
70062,27,70,Belmont
70063,27,70,Belonchamp
70064,27,70,Belverne
70065,27,70,Besnans
70066,27,70,Betaucourt
70067,27,70,Betoncourt-lès-Brotte
70069,27,70,Betoncourt-Saint-Pancras
70070,27,70,Betoncourt-sur-Mance
70071,27,70,Beulotte-Saint-Laurent
70072,27,70,Beveuge
70074,27,70,Blondefontaine
70075,27,70,Bonboillon
70076,27,70,Bonnevent-Velloreille
70077,27,70,Borey
70078,27,70,Bougey
70079,27,70,Bougnon
70080,27,70,Bouhans-et-Feurg
70081,27,70,Bouhans-lès-Lure
70082,27,70,Bouhans-lès-Montbozon
70083,27,70,Bouligney
70084,27,70,Boulot
70085,27,70,Boult
70086,27,70,Bourbévelle
70087,27,70,Bourguignon-lès-Conflans
70088,27,70,Bourguignon-lès-la-Charité
70089,27,70,Bourguignon-lès-Morey
70090,27,70,Boursières
70091,27,70,Bousseraucourt
70092,27,70,Bresilley
70093,27,70,Breuches
70094,27,70,Breuchotte
70095,27,70,Breurey-lès-Faverney
70096,27,70,Brevilliers
70097,27,70,Briaucourt
70098,27,70,Brotte-lès-Luxeuil
70099,27,70,Brotte-lès-Ray
70100,27,70,Broye-les-Loups-et-Verfontaine
70101,27,70,Broye-Aubigney-Montseugny
70102,27,70,Brussey
70103,27,70,La Bruyère
70104,27,70,Bucey-lès-Gy
70105,27,70,Bucey-lès-Traves
70106,27,70,Buffignécourt
70107,27,70,Bussières
70109,27,70,Buthiers
70111,27,70,Calmoutier
70112,27,70,Cemboing
70113,27,70,Cenans
70114,27,70,Cendrecourt
70115,27,70,Cerre-lès-Noroy
70116,27,70,Chagey
70117,27,70,Châlonvillars
70118,27,70,Chambornay-lès-Bellevaux
70119,27,70,Chambornay-lès-Pin
70120,27,70,Champagney
70121,27,70,Champey
70122,27,70,Champlitte
70124,27,70,Champtonnay
70125,27,70,Champvans
70126,27,70,Chancey
70127,27,70,Chantes
70128,27,70,La Chapelle-lès-Luxeuil
70129,27,70,La Chapelle-Saint-Quillain
70130,27,70,Charcenne
70132,27,70,Chargey-lès-Gray
70133,27,70,Chargey-lès-Port
70134,27,70,Chariez
70135,27,70,Charmes-Saint-Valbert
70136,27,70,Charmoille
70137,27,70,Chassey-lès-Montbozon
70138,27,70,Chassey-lès-Scey
70140,27,70,Châteney
70141,27,70,Châtenois
70142,27,70,Chaumercenne
70143,27,70,Chauvirey-le-Châtel
70144,27,70,Chauvirey-le-Vieil
70145,27,70,Chaux-la-Lotière
70146,27,70,Chaux-lès-Port
70147,27,70,Chavanne
70148,27,70,Chemilly
70149,27,70,Chenebier
70150,27,70,Chenevrey-et-Morogne
70151,27,70,Chevigney
70152,27,70,Choye
70153,27,70,Cintrey
70154,27,70,Cirey
70155,27,70,Citers
70156,27,70,Citey
70157,27,70,Clairegoutte
70158,27,70,Clans
70159,27,70,Cognières
70160,27,70,Coisevaux
70162,27,70,Colombe-lès-Vesoul
70163,27,70,Colombier
70164,27,70,Colombotte
70165,27,70,Combeaufontaine
70166,27,70,Comberjon
70167,27,70,Conflandey
70168,27,70,Conflans-sur-Lanterne
70169,27,70,Confracourt
70170,27,70,Contréglise
70171,27,70,Corbenay
70172,27,70,La Corbière
70174,27,70,Cordonnet
70175,27,70,Cornot
70176,27,70,Corravillers
70177,27,70,Corre
70178,27,70,La Côte
70179,27,70,Coulevon
70180,27,70,Courchaton
70181,27,70,Courcuire
70182,27,70,Courmont
70183,27,70,Courtesoult-et-Gatey
70184,27,70,Couthenans
70185,27,70,Cresancey
70186,27,70,La Creuse
70187,27,70,Crevans-et-la-Chapelle-lès-Granges
70188,27,70,Creveney
70189,27,70,Cromary
70190,27,70,Cubry-lès-Faverney
70192,27,70,Cugney
70193,27,70,Cult
70194,27,70,Cuve
70195,27,70,Dambenoît-lès-Colombe
70196,27,70,Dampierre-lès-Conflans
70197,27,70,Dampierre-sur-Linotte
70198,27,70,Dampierre-sur-Salon
70199,27,70,Dampvalley-lès-Colombe
70200,27,70,Dampvalley-Saint-Pancras
70201,27,70,Delain
70202,27,70,Demangevelle
70203,27,70,La Demie
70204,27,70,Denèvre
70205,27,70,Échavanne
70206,27,70,Échenans-sous-Mont-Vaudois
70207,27,70,Échenoz-la-Méline
70208,27,70,Échenoz-le-Sec
70210,27,70,Écromagny
70211,27,70,Écuelle
70213,27,70,Éhuns
70214,27,70,Équevilley
70215,27,70,Errevet
70216,27,70,Esboz-Brest
70217,27,70,Esmoulières
70218,27,70,Esmoulins
70219,27,70,Esprels
70220,27,70,Essertenne-et-Cecey
70221,27,70,Étobon
70222,27,70,Étrelles-et-la-Montbleuse
70224,27,70,Étuz
70225,27,70,Fahy-lès-Autrey
70226,27,70,Fallon
70227,27,70,Faucogney-et-la-Mer
70228,27,70,Faverney
70229,27,70,Faymont
70230,27,70,Fédry
70231,27,70,Ferrières-lès-Ray
70232,27,70,Ferrières-lès-Scey
70233,27,70,Les Fessey
70234,27,70,Filain
70235,27,70,Flagy
70236,27,70,Fleurey-lès-Faverney
70237,27,70,Fleurey-lès-Lavoncourt
70238,27,70,Fleurey-lès-Saint-Loup
70239,27,70,Fondremand
70240,27,70,Fontaine-lès-Luxeuil
70242,27,70,Fontenois-la-Ville
70243,27,70,Fontenois-lès-Montbozon
70244,27,70,Fouchécourt
70245,27,70,Fougerolles-Saint-Valbert
70247,27,70,Fouvent-Saint-Andoche
70248,27,70,Frahier-et-Chatebier
70249,27,70,Francalmont
70250,27,70,Franchevelle
70251,27,70,Francourt
70252,27,70,Framont
70253,27,70,Frasne-le-Château
70254,27,70,Frédéric-Fontaine
70255,27,70,Fresne-Saint-Mamès
70256,27,70,Fresse
70257,27,70,Fretigney-et-Velloreille
70258,27,70,Froideconche
70259,27,70,Froideterre
70260,27,70,Frotey-lès-Lure
70261,27,70,Frotey-lès-Vesoul
70262,27,70,Genevreuille
70263,27,70,Genevrey
70264,27,70,Georfans
70265,27,70,Germigney
70267,27,70,Gevigney-et-Mercey
70268,27,70,Gézier-et-Fontenelay
70269,27,70,Girefontaine
70271,27,70,Gouhenans
70272,27,70,Gourgeon
70273,27,70,Grammont
70274,27,70,Grandecourt
70275,27,70,Grandvelle-et-le-Perrenot
70276,27,70,Granges-la-Ville
70277,27,70,Granges-le-Bourg
70278,27,70,Grattery
70279,27,70,Gray
70280,27,70,Gray-la-Ville
70282,27,70,Gy
70283,27,70,Haut-du-Them-Château-Lambert
70284,27,70,Hautevelle
70285,27,70,Héricourt
70286,27,70,Hugier
70287,27,70,Hurecourt
70288,27,70,Hyet
70289,27,70,Igny
70290,27,70,Jasney
70291,27,70,Jonvelle
70292,27,70,Jussey
70293,27,70,Lambrey
70294,27,70,Lantenot
70295,27,70,La Lanterne-et-les-Armonts
70296,27,70,Larians-et-Munans
70297,27,70,Larret
70298,27,70,Lavigney
70299,27,70,Lavoncourt
70301,27,70,Lieffrans
70302,27,70,Lieucourt
70303,27,70,Liévans
70304,27,70,Linexert
70305,27,70,Lœuilley
70306,27,70,Lomont
70307,27,70,Longevelle
70308,27,70,La Longine
70309,27,70,Loulans-Verchamp
70310,27,70,Lure
70311,27,70,Luxeuil-les-Bains
70312,27,70,Luze
70313,27,70,Lyoffans
70314,27,70,Magnivray
70315,27,70,Magnoncourt
70316,27,70,Le Magnoray
70317,27,70,Les Magny
70318,27,70,Magny-Danigon
70319,27,70,Magny-Jobert
70320,27,70,Magny-lès-Jussey
70321,27,70,Magny-Vernois
70322,27,70,Mailleroncourt-Charette
70323,27,70,Mailleroncourt-Saint-Pancras
70324,27,70,Mailley-et-Chazelot
70325,27,70,Maizières
70326,27,70,La Malachère
70327,27,70,Malans
70328,27,70,Malbouhans
70329,27,70,Malvillers
70330,27,70,Mandrevillars
70331,27,70,Mantoche
70332,27,70,Marast
70334,27,70,Marnay
70335,27,70,Maussans
70336,27,70,Mélecey
70337,27,70,Melin
70338,27,70,Melincourt
70339,27,70,Mélisey
70340,27,70,Membrey
70341,27,70,Menoux
70342,27,70,Mercey-sur-Saône
70343,27,70,Mersuay
70344,27,70,Meurcourt
70347,27,70,Mignavillers
70348,27,70,Moffans-et-Vacheresse
70349,27,70,Moimay
70350,27,70,Molay
70351,27,70,Mollans
70352,27,70,La Montagne
70353,27,70,Montagney
70355,27,70,Montarlot-lès-Rioz
70356,27,70,Montboillon
70357,27,70,Montbozon
70358,27,70,Montcey
70359,27,70,Montcourt
70360,27,70,Montdoré
70361,27,70,Montessaux
70362,27,70,Montigny-lès-Cherlieu
70363,27,70,Montigny-lès-Vesoul
70364,27,70,Montjustin-et-Velotte
70366,27,70,Villers-Chemin-et-Mont-lès-Étrelles
70367,27,70,Mont-le-Vernois
70368,27,70,Montot
70369,27,70,Mont-Saint-Léger
70371,27,70,Montureux-et-Prantigny
70372,27,70,Montureux-lès-Baulay
70373,27,70,La Roche-Morey
70374,27,70,Motey-Besuche
70376,27,70,Nantilly
70378,27,70,Navenne
70380,27,70,Neurey-en-Vaux
70381,27,70,Neurey-lès-la-Demie
70383,27,70,Neuvelle-lès-Cromary
70384,27,70,Neuvelle-lès-la-Charité
70385,27,70,La Neuvelle-lès-Lure
70386,27,70,La Neuvelle-lès-Scey
70387,27,70,Noidans-le-Ferroux
70388,27,70,Noidans-lès-Vesoul
70389,27,70,Noiron
70390,27,70,Noroy-le-Bourg
70392,27,70,Oigney
70393,27,70,Oiselay-et-Grachaux
70394,27,70,Onay
70395,27,70,Oppenans
70396,27,70,Oricourt
70397,27,70,Ormenans
70398,27,70,Ormoiche
70399,27,70,Ormoy
70400,27,70,Ouge
70401,27,70,Ovanches
70402,27,70,Oyrières
70403,27,70,Palante
70404,27,70,Passavant-la-Rochère
70405,27,70,Pennesières
70406,27,70,Percey-le-Grand
70407,27,70,Perrouse
70408,27,70,Pesmes
70409,27,70,Pierrecourt
70410,27,70,Pin
70411,27,70,La Pisseure
70412,27,70,Plainemont
70413,27,70,Plancher-Bas
70414,27,70,Plancher-les-Mines
70415,27,70,Polaincourt-et-Clairefontaine
70416,27,70,Pomoy
70417,27,70,Pontcey
70418,27,70,La Romaine
70419,27,70,Pont-du-Bois
70420,27,70,Pont-sur-l'Ognon
70421,27,70,Port-sur-Saône
70422,27,70,Poyans
70423,27,70,Preigney
70425,27,70,La Proiselière-et-Langle
70426,27,70,Provenchère
70427,27,70,Purgerot
70428,27,70,Pusey
70429,27,70,Pusy-et-Épenoux
70430,27,70,La Quarte
70431,27,70,Quenoche
70432,27,70,Quers
70433,27,70,Quincey
70435,27,70,Raddon-et-Chapendu
70436,27,70,Raincourt
70437,27,70,Ranzevelle
70438,27,70,Ray-sur-Saône
70439,27,70,Raze
70440,27,70,Recologne
70441,27,70,Recologne-lès-Rioz
70442,27,70,Renaucourt
70443,27,70,La Grande-Résie
70444,27,70,La Résie-Saint-Martin
70445,27,70,Rignovelle
70446,27,70,Rigny
70447,27,70,Rioz
70448,27,70,Roche-et-Raucourt
70449,27,70,Roche-sur-Linotte-et-Sorans-les-Cordiers
70450,27,70,La Rochelle
70451,27,70,Ronchamp
70452,27,70,Rosey
70453,27,70,La Rosière
70454,27,70,Rosières-sur-Mance
70455,27,70,Roye
70456,27,70,Ruhans
70457,27,70,Rupt-sur-Saône
70459,27,70,Saint-Barthélemy
70460,27,70,Saint-Bresson
70461,27,70,Saint-Broing
70462,27,70,Saint-Ferjeux
70463,27,70,Saint-Gand
70464,27,70,Saint-Germain
70466,27,70,Saint-Loup-Nantouard
70467,27,70,Saint-Loup-sur-Semouse
70468,27,70,Saint-Marcel
70469,27,70,Sainte-Marie-en-Chanois
70470,27,70,Sainte-Marie-en-Chaux
70471,27,70,Sainte-Reine
70472,27,70,Saint-Rémy-en-Comté
70473,27,70,Saint-Sauveur
70474,27,70,Saint-Sulpice
70476,27,70,Saponcourt
70477,27,70,Saulnot
70478,27,70,Saulx
70479,27,70,Sauvigney-lès-Gray
70480,27,70,Sauvigney-lès-Pesmes
70481,27,70,Savoyeux
70482,27,70,Scey-sur-Saône-et-Saint-Albin
70483,27,70,Scye
70484,27,70,Secenans
70485,27,70,Selles
70486,27,70,Semmadon
70487,27,70,Senargent-Mignafans
70488,27,70,Senoncourt
70489,27,70,Servance-Miellin
70490,27,70,Servigney
70491,27,70,Seveux-Motey
70492,27,70,Soing-Cubry-Charentenay
70493,27,70,Sorans-lès-Breurey
70494,27,70,Sornay
70496,27,70,Tartécourt
70498,27,70,Ternuay-Melay-et-Saint-Hilaire
70499,27,70,Theuley
70500,27,70,Thieffrans
70501,27,70,Thiénans
70502,27,70,Tincey-et-Pontrebeau
70503,27,70,Traitiéfontaine
70504,27,70,Traves
70505,27,70,Le Tremblois
70506,27,70,Trémoins
70507,27,70,Trésilley
70509,27,70,Tromarey
70510,27,70,Vadans
70511,27,70,Vaite
70512,27,70,La Vaivre
70513,27,70,Vaivre-et-Montoille
70514,27,70,Valay
70515,27,70,Le Val-de-Gouhenans
70516,27,70,Vallerois-le-Bois
70517,27,70,Vallerois-Lorioz
70518,27,70,Le Val-Saint-Éloi
70519,27,70,Vandelans
70520,27,70,Vanne
70521,27,70,Vantoux-et-Longevelle
70522,27,70,Varogne
70523,27,70,Vars
70524,27,70,Vauchoux
70525,27,70,Vauconcourt-Nervezain
70526,27,70,Vauvillers
70527,27,70,Vaux-le-Moncelot
70528,27,70,Velesmes-Échevanne
70529,27,70,Velet
70530,27,70,Vellechevreux-et-Courbenans
70531,27,70,Velleclaire
70532,27,70,Vellefaux
70533,27,70,Vellefrey-et-Vellefrange
70534,27,70,Vellefrie
70535,27,70,Velleguindry-et-Levrecey
70536,27,70,Velle-le-Châtel
70537,27,70,Velleminfroy
70538,27,70,Vellemoz
70539,27,70,Vellexon-Queutrey-et-Vaudey
70540,27,70,Velloreille-lès-Choye
70541,27,70,Velorcey
70542,27,70,Venère
70544,27,70,La Vergenne
70545,27,70,Venisey
70546,27,70,Vereux
70547,27,70,Verlans
70548,27,70,Vernois-sur-Mance
70549,27,70,La Vernotte
70550,27,70,Vesoul
70552,27,70,Villafans
70553,27,70,Villargent
70554,27,70,Villars-le-Pautel
70555,27,70,La Villedieu-en-Fontenette
70557,27,70,Villefrancon
70558,27,70,La Villeneuve-Bellenoye-et-la-Maize
70559,27,70,Villeparois
70560,27,70,Villers-Bouton
70561,27,70,Villersexel
70562,27,70,Villers-la-Ville
70563,27,70,Villers-le-Sec
70564,27,70,Villers-lès-Luxeuil
70565,27,70,Villers-Pater
70566,27,70,Villers-sur-Port
70567,27,70,Villers-sur-Saulnot
70568,27,70,Villers-Vaudey
70569,27,70,Vilory
70571,27,70,Visoncourt
70572,27,70,Vitrey-sur-Mance
70573,27,70,La Voivre
70574,27,70,Volon
70575,27,70,Voray-sur-l'Ognon
70576,27,70,Vougécourt
70577,27,70,Vouhenans
70578,27,70,Vregille
70579,27,70,Vyans-le-Val
70580,27,70,Vy-le-Ferroux
70581,27,70,Vy-lès-Lure
70582,27,70,Vy-lès-Rupt
70583,27,70,Vy-lès-Filain
71001,27,71,L'Abergement-de-Cuisery
71002,27,71,L'Abergement-Sainte-Colombe
71003,27,71,Allerey-sur-Saône
71004,27,71,Allériot
71005,27,71,Aluze
71006,27,71,Amanzé
71007,27,71,Ameugny
71008,27,71,Anglure-sous-Dun
71009,27,71,Anost
71010,27,71,Antully
71011,27,71,Anzy-le-Duc
71012,27,71,Artaix
71013,27,71,Authumes
71014,27,71,Autun
71015,27,71,Auxy
71016,27,71,Azé
71017,27,71,Ballore
71018,27,71,Bantanges
71019,27,71,Barizey
71020,27,71,Barnay
71021,27,71,Baron
71022,27,71,Baudemont
71023,27,71,Baudrières
71024,27,71,Baugy
71025,27,71,Beaubery
71026,27,71,Beaumont-sur-Grosne
71027,27,71,Beaurepaire-en-Bresse
71028,27,71,Beauvernois
71029,27,71,Bellevesvre
71030,27,71,Bergesserin
71031,27,71,Berzé-le-Châtel
71032,27,71,Berzé-la-Ville
71033,27,71,Bey
71034,27,71,Bissey-sous-Cruchaud
71035,27,71,Bissy-la-Mâconnaise
71036,27,71,Bissy-sous-Uxelles
71037,27,71,Bissy-sur-Fley
71038,27,71,Les Bizots
71039,27,71,Blanot
71040,27,71,Blanzy
71041,27,71,Bois-Sainte-Marie
71042,27,71,Bonnay-Saint-Ythaire
71043,27,71,Les Bordes
71044,27,71,Bosjean
71045,27,71,Bouhans
71046,27,71,La Boulaye
71047,27,71,Bourbon-Lancy
71048,27,71,Bourg-le-Comte
71050,27,71,Bourgvilain
71051,27,71,Bouzeron
71052,27,71,Boyer
71054,27,71,Bragny-sur-Saône
71056,27,71,Branges
71057,27,71,Bray
71058,27,71,Bresse-sur-Grosne
71059,27,71,Le Breuil
71060,27,71,Briant
71061,27,71,Brienne
71062,27,71,Brion
71063,27,71,Broye
71064,27,71,Bruailles
71065,27,71,Buffières
71066,27,71,Burgy
71067,27,71,Burnand
71068,27,71,Burzy
71069,27,71,Bussières
71070,27,71,Buxy
71071,27,71,Céron
71072,27,71,Cersot
71073,27,71,Chagny
71074,27,71,Chaintré
71075,27,71,Chalmoux
71076,27,71,Chalon-sur-Saône
71077,27,71,Chambilly
71078,27,71,Chamilly
71079,27,71,Champagnat
71080,27,71,Champagny-sous-Uxelles
71081,27,71,Champforgeuil
71082,27,71,Champlecy
71084,27,71,Chânes
71085,27,71,Change
71086,27,71,Changy
71087,27,71,Chapaize
71088,27,71,La Chapelle-au-Mans
71089,27,71,La Chapelle-de-Bragny
71090,27,71,La Chapelle-de-Guinchay
71091,27,71,La Chapelle-du-Mont-de-France
71092,27,71,La Chapelle-Naude
71093,27,71,La Chapelle-Saint-Sauveur
71094,27,71,La Chapelle-sous-Brancion
71095,27,71,La Chapelle-sous-Dun
71096,27,71,La Chapelle-sous-Uchon
71097,27,71,La Chapelle-Thècle
71098,27,71,Charbonnat
71099,27,71,Charbonnières
71100,27,71,Chardonnay
71101,27,71,Charette-Varennes
71102,27,71,La Charmée
71103,27,71,Charmoy
71104,27,71,Charnay-lès-Chalon
71105,27,71,Charnay-lès-Mâcon
71106,27,71,Charolles
71107,27,71,Charrecey
71108,27,71,Chasselas
71109,27,71,Chassey-le-Camp
71110,27,71,Chassigny-sous-Dun
71111,27,71,Chassy
71112,27,71,Château
71113,27,71,Châteauneuf
71115,27,71,Châtel-Moron
71116,27,71,Châtenay
71117,27,71,Châtenoy-en-Bresse
71118,27,71,Châtenoy-le-Royal
71119,27,71,Chaudenay
71120,27,71,Chauffailles
71121,27,71,La Chaux
71122,27,71,Cheilly-lès-Maranges
71123,27,71,Chenay-le-Châtel
71124,27,71,Chenôves
71125,27,71,Chérizet
71126,27,71,Chevagny-les-Chevrières
71127,27,71,Chevagny-sur-Guye
71128,27,71,Chiddes
71129,27,71,Chissey-en-Morvan
71130,27,71,Chissey-lès-Mâcon
71131,27,71,Ciel
71132,27,71,Ciry-le-Noble
71133,27,71,La Clayette
71134,27,71,Navour-sur-Grosne
71135,27,71,Clessé
71136,27,71,Clessy
71137,27,71,Cluny
71139,27,71,Collonge-en-Charollais
71140,27,71,Collonge-la-Madeleine
71141,27,71,Colombier-en-Brionnais
71142,27,71,La Comelle
71143,27,71,Condal
71144,27,71,Cordesse
71145,27,71,Cormatin
71146,27,71,Cortambert
71147,27,71,Cortevaix
71148,27,71,Coublanc
71149,27,71,Couches
71150,27,71,Crêches-sur-Saône
71151,27,71,Créot
71152,27,71,Cressy-sur-Somme
71153,27,71,Le Creusot
71154,27,71,Crissey
71155,27,71,Cronat
71156,27,71,Cruzille
71157,27,71,Cuiseaux
71158,27,71,Cuisery
71159,27,71,Culles-les-Roches
71160,27,71,Curbigny
71161,27,71,Curdin
71162,27,71,Curgy
71163,27,71,Curtil-sous-Buffières
71164,27,71,Curtil-sous-Burnand
71165,27,71,Cussy-en-Morvan
71166,27,71,Cuzy
71167,27,71,Damerey
71168,27,71,Dampierre-en-Bresse
71169,27,71,Davayé
71170,27,71,Demigny
71171,27,71,Dennevy
71172,27,71,Dettey
71173,27,71,Devrouze
71174,27,71,Dezize-lès-Maranges
71175,27,71,Diconne
71176,27,71,Digoin
71177,27,71,Dommartin-lès-Cuiseaux
71178,27,71,Dompierre-les-Ormes
71179,27,71,Dompierre-sous-Sanvignes
71181,27,71,Donzy-le-Pertuis
71182,27,71,Dracy-le-Fort
71183,27,71,Dracy-lès-Couches
71184,27,71,Dracy-Saint-Loup
71185,27,71,Dyo
71186,27,71,Écuelles
71187,27,71,Écuisses
71188,27,71,Épertully
71189,27,71,Épervans
71190,27,71,Épinac
71191,27,71,Essertenne
71192,27,71,Étang-sur-Arroux
71193,27,71,Étrigny
71194,27,71,Farges-lès-Chalon
71195,27,71,Farges-lès-Mâcon
71196,27,71,Le Fay
71198,27,71,Flacey-en-Bresse
71199,27,71,Flagy
71200,27,71,Fleury-la-Montagne
71201,27,71,Fley
71202,27,71,Fontaines
71203,27,71,Fontenay
71204,27,71,Fragnes-La Loyère
71205,27,71,Frangy-en-Bresse
71206,27,71,La Frette
71207,27,71,Fretterans
71208,27,71,Frontenard
71209,27,71,Frontenaud
71210,27,71,Fuissé
71212,27,71,Génelard
71213,27,71,La Genête
71214,27,71,Genouilly
71215,27,71,Gergy
